epoch,score,best_score,mode,action,target_layer,target_block,target_step,reason,growth_detail,step_score,depth_score,width_score,primitive_score,prune_score,repair_category_score,descriptor_repair_score,soft_prune_score,expected_cost,alive_mean,cost_weight,alive_weight,semantic_weight,skill_weight,consistency_weight,semantic_mass,residual_only_ratio,skill_loss,consistency_metric,prior_cost,skill_count,seconds,train_block_mse,train_block_cos,train_delta_mse,train_delta_cos,train_norm_mse,train_norm_cos,val_block_mse,val_block_cos,val_delta_mse,val_delta_cos,val_norm_mse,val_norm_cos
19,0.11447288539384805,0.11447288539384805,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28154754638671875,0.8191500902175903,0.0,0.0,0.008166666666666668,0.005583333333333333,0.002148148148148148,0.4853055477142334,0.13752040266990662,0.021305443719029427,0.9989196062088013,0.39974355697631836,20,22.344088077545166,0.10755716053148111,0.9710698063174884,0.10755716022104025,0.9178442269563675,0.027609761835386357,0.9860993271072706,0.10677222944796086,0.9712264329195023,0.10677222907543182,0.9184442341327668,0.027412234339863062,0.9861994951963424
10,0.10468890840311847,0.10468890840311847,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29165223240852356,0.8204237818717957,0.0,0.0,0.002166666666666666,0.0025833333333333333,0.0008148148148148148,0.4391353726387024,0.14178064465522766,0.022492870688438416,0.9991402626037598,0.382255882024765,20,21.699333906173706,0.11881649562468131,0.9683087880412737,0.11881649556259315,0.9088396633664767,0.03169254520907998,0.9840272213021914,0.11754380874335765,0.9686579257249832,0.11754380911588669,0.9099301248788834,0.03128430694341659,0.9842345267534256
20,0.11520858748257161,0.11520858748257161,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2814562916755676,0.8191837072372437,0.0,0.0,0.008833333333333332,0.005916666666666666,0.0022962962962962963,0.4898829758167267,0.13725227117538452,0.021187622100114822,0.998879075050354,0.40151119232177734,20,22.619398832321167,0.10669470969587565,0.9712943876783053,0.10669470982005198,0.9185648987690608,0.02719831181069215,0.9863079299529394,0.10609708204865456,0.9714364111423492,0.10609708204865456,0.9191077351570129,0.02676405794918537,0.9865280300378799
11,0.10613166771456599,0.10613166771456599,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903207540512085,0.8202385306358337,0.0,0.0,0.002833333333333333,0.0029166666666666664,0.0009629629629629629,0.44261687994003296,0.14145433902740479,0.022402312606573105,0.9991331696510315,0.3835296630859375,20,22.451011657714844,0.11675749799857536,0.9687752385934194,0.11675749768813451,0.9104941839973132,0.030960158817470072,0.9843992064396541,0.11604540273547173,0.9689795702695847,0.11604540273547173,0.9110568821430206,0.030526845809072257,0.9846191585063935
21,0.11525803562502066,0.11525803562502066,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2804531455039978,0.8191869258880615,0.0,0.0,0.0095,0.006,0.002444444444444445,0.494568407535553,0.1370128095149994,0.02107015624642372,0.9988337755203247,0.4033142328262329,20,21.427112102508545,0.10602383334189654,0.971457381049792,0.10602383334189654,0.9191000133752822,0.026844773441553116,0.9864871551593145,0.10606249831616879,0.9715506166219712,0.10606249831616879,0.9190238833427429,0.026696387305855752,0.9865623533725738
12,0.10706242286538084,0.10706242286538084,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28904861211776733,0.8199851512908936,0.0,0.0,0.0034999999999999996,0.00325,0.0011111111111111111,0.44540074467658997,0.1412002146244049,0.022327572107315063,0.999126136302948,0.3845787048339844,20,21.639073610305786,0.11565089287857215,0.9690553973118464,0.11565089300274849,0.91138906031847,0.030299450317397714,0.9847346867124239,0.11515315659344197,0.9692829608917236,0.11515315547585488,0.9118461608886719,0.029949988517910243,0.9849122166633606
22,0.11560535290837289,0.11560535290837289,GROW,add_depth,1,0,1,plateau_cleanup_planner,activated_layer_4_at_order_2_ref_2,0.15811198982230648,0.3693803722612364,0.3520570360212013,-0.15013183665836188,-999.0,0.1548154438046425,0.18493529811661685,0.05099696674524211,0.28039121627807617,0.8191585540771484,0.0,0.0,0.010166666666666666,0.006,0.0025925925925925925,0.49942106008529663,0.13679929077625275,0.0209516491740942,0.9987833499908447,0.40516889095306396,20,21.729838371276855,0.10563023760914803,0.9715513035655021,0.1056302381058534,0.9194001942873001,0.026553329344217978,0.9866348400712013,0.10561113320291042,0.9714633464813233,0.10561113357543946,0.9193700432777405,0.026602376624941824,0.9866101115942001
13,0.10782969672729573,0.10782969672729573,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28886598348617554,0.8198257684707642,0.0,0.0,0.004166666666666666,0.0035833333333333325,0.001259259259259259,0.4503006041049957,0.14074577391147614,0.02219921536743641,0.9991123080253601,0.38642075657844543,20,21.70849919319153,0.1150138863051931,0.9692282468080521,0.11501388655354579,0.9118924379348755,0.02983762393705547,0.9849691281716029,0.11435471326112748,0.9693609118461609,0.1143547136336565,0.912429928779602,0.029425461776554585,0.9851782739162445
23,0.1162501370298366,0.1162501370298366,WAIT,noop,-1,-1,-1,normal,none,0.15811198982230648,0.3693803722612364,0.3520570360212013,-0.15013183665836188,-999.0,0.1548154438046425,0.18493529811661685,0.05099696674524211,0.2895813584327698,0.8177240490913391,0.0,0.0,0.01083333333333333,0.006,0.002740740740740741,0.5044806599617004,0.13662829995155334,0.02083185315132141,0.9987280964851379,0.4070841670036316,20,26.088242292404175,0.10551338400691748,0.97156892567873,0.10551338413109382,0.919475877781709,0.026462248883520563,0.9866809835036595,0.10500333979725837,0.9717543482780456,0.10500333942472935,0.9198780059814453,0.0261319768615067,0.9868484377861023
14,0.10840463299800955,0.10840463299800955,GROW,add_width,0,0,1,plateau_cleanup_planner,activated_block_4_in_layer_0,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2885790765285492,0.8197576999664307,0.0,0.0,0.004833333333333334,0.003916666666666667,0.0014074074074074076,0.4537404179573059,0.1404116153717041,0.022107094526290894,0.9991004467010498,0.3877432644367218,20,21.866145610809326,0.11437126031766336,0.9693793063362439,0.11437126037975152,0.9124339406689008,0.02943194660668572,0.9851750160257021,0.1137226715683937,0.9695752501487732,0.11372267194092274,0.9129110425710678,0.029001699574291707,0.9853934437036515
15,0.10957857348769905,0.10957857348769905,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28860753774642944,0.819595992565155,0.0,0.0,0.005499999999999999,0.0042499999999999994,0.0015555555555555555,0.45722997188568115,0.1400475800037384,0.02201446332037449,0.9990866780281067,0.3890681266784668,20,22.24040150642395,0.11334867880990109,0.9696328654885292,0.11334867868572474,0.913238920768102,0.029101026058197022,0.9853429853916168,0.11214204877614975,0.9699025958776474,0.11214204765856266,0.9142435818910599,0.028821958042681218,0.985484528541565
24,0.11688518799841405,0.11688518799841405,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.15811198982230648,0.3693803722612364,0.3520570360212013,-0.15013183665836188,-999.0,0.1548154438046425,0.18493529811661685,0.05099696674524211,0.28798970580101013,0.8174916505813599,0.0,0.0,0.0115,0.006,0.002888888888888889,0.5097700953483582,0.13649508357048035,0.02071075513958931,0.9986674785614014,0.4090619385242462,20,26.29398488998413,0.10482770564655462,0.9717604671915372,0.10482770577073097,0.9200480977694193,0.02602003320741157,0.9869049891829491,0.10438477545976639,0.9718614250421524,0.10438477583229541,0.9204141646623611,0.02576305717229843,0.9870352119207382
16,0.11049444620435436,0.11049444620435436,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28839579224586487,0.8194111585617065,0.0,0.0,0.0061666666666666675,0.004583333333333334,0.0017037037037037038,0.4641200304031372,0.13937242329120636,0.021839596331119537,0.9990560412406921,0.39163118600845337,20,22.421861171722412,0.11181762895236412,0.9699958796302478,0.11181762926280499,0.9144936775167783,0.028755478855843345,0.9855182975530624,0.11118428148329258,0.9702099919319153,0.11118428073823453,0.9149486273527145,0.028526477795094252,0.9856344431638717
25,0.11716108783334496,0.11716108783334496,WAIT,noop,-1,-1,-1,normal,none,0.15811198982230648,0.3693803722612364,0.3520570360212013,-0.15013183665836188,-999.0,0.1548154438046425,0.18493529811661685,0.05099696674524211,0.2898973822593689,0.81724613904953,1.904761904761898e-05,0.0,0.012,0.006,0.0030370370370370377,0.5151340961456299,0.13653987646102905,0.02059408277273178,0.9986052513122559,0.41100338101387024,20,26.45543932914734,0.10430347447594007,0.9719048197070758,0.10430347460011641,0.9204294765988986,0.025749380017320314,0.987042120595773,0.1039535529911518,0.9718833684921264,0.1039535529911518,0.9207354426383972,0.025555133633315564,0.9871404975652694
17,0.1115242887126903,0.1115242887126903,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28517210483551025,0.8192316293716431,0.0,0.0,0.006833333333333333,0.004916666666666666,0.0018518518518518521,0.46817678213119507,0.13900244235992432,0.021734027191996574,0.9990339875221252,0.3931676149368286,20,22.35442066192627,0.11081604175269603,0.9702505086859067,0.11081604218731324,0.9152698740363121,0.028387246110166114,0.9857050721844037,0.11012054234743118,0.9705605238676072,0.11012054160237313,0.915813660621643,0.028201207611709835,0.9857994705438614
26,0.11758168282980722,0.11758168282980722,GROW,add_width,1,3,1,plateau_cleanup_planner,activated_block_4_in_layer_1,0.13561958844351943,0.27158080148379,0.34471056166249725,-0.14751625855677777,-999.0,0.1573017789121726,0.18616048693256176,0.05025293083503369,0.29039931297302246,0.8169832229614258,9.523809523809489e-05,0.0,0.012,0.006,0.003185185185185185,0.5188789367675781,0.14021359384059906,0.020504822954535484,0.9985859394073486,0.411429226398468,20,26.43734097480774,0.10365650051583847,0.9720608055591583,0.10365650088836749,0.9209424644708634,0.02550580968769888,0.987165420750777,0.10334297120571137,0.9720181137323379,0.10334297195076943,0.9211867988109589,0.0253533192910254,0.9872426688671112
18,0.11319355745241048,0.11319355745241048,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28189587593078613,0.8191356658935547,0.0,0.0,0.0075,0.00525,0.0020000000000000005,0.4768538475036621,0.13822656869888306,0.02151566743850708,0.998981237411499,0.3964826464653015,20,22.36375641822815,0.10915819046398004,0.9706967721382777,0.10915819027771552,0.9165666962663332,0.02791029163636267,0.9859469681978226,0.10824420116841793,0.9709374755620956,0.10824420042335987,0.9172799289226532,0.02781016072258353,0.9859977304935456
27,0.11794986754655841,0.11794986754655841,WAIT,noop,-1,-1,-1,normal,none,0.13561958844351943,0.27158080148379,0.34471056166249725,-0.14751625855677777,-999.0,0.1573017789121726,0.18616048693256176,0.05025293083503369,0.2933323085308075,0.8165408968925476,0.0001714285714285712,0.0,0.012,0.006,0.0033333333333333335,0.5225474834442139,0.14430390298366547,0.020427461713552475,0.9985751509666443,0.4116266071796417,20,26.487005710601807,0.103432098031044,0.9721113840738932,0.1034320978447795,0.9211293414235115,0.025340852172424395,0.987248986462752,0.102912288159132,0.9721314370632171,0.102912288159132,0.9214599967002869,0.02517504394054413,0.9873329281806946
19,0.11447288539384805,0.11447288539384805,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28154754638671875,0.8191500902175903,0.0,0.0,0.008166666666666668,0.005583333333333333,0.002148148148148148,0.4853055477142334,0.13752040266990662,0.021305443719029427,0.9989196062088013,0.39974355697631836,20,22.45979881286621,0.10755716053148111,0.9710698063174884,0.10755716022104025,0.9178442269563675,0.027609761835386357,0.9860993271072706,0.10677222944796086,0.9712264329195023,0.10677222907543182,0.9184442341327668,0.027412234339863062,0.9861994951963424
28,0.11813303648432097,0.11813303648432097,EXPLORE,descriptor_repair,2,0,1,plateau_cleanup_planner,"descriptor_repair_L2B0_steps_1_ops_residual_repair,delta_route,normalize",0.26565898106360963,0.2937951511694743,0.3226419212180237,-0.2676253063720651,-999.0,0.20024060079487538,0.34638701079950845,0.11857217872180478,0.2941688597202301,0.8163790702819824,0.00024761904761904746,1.5873015873015896e-05,0.012,0.006,0.003481481481481482,0.5252774953842163,0.14827433228492737,0.020367376506328583,0.9985793232917786,0.4114837050437927,20,26.438390493392944,0.1029323184862733,0.9722493117054304,0.10293231861044963,0.9215712894996008,0.025036301075791318,0.9874032338460287,0.10272549353539943,0.9724123924970627,0.10272549390792847,0.921655249595642,0.024930624291300774,0.9874566823244095
20,0.11520858748257161,0.11520858748257161,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2814562916755676,0.8191837072372437,0.0,0.0,0.008833333333333332,0.005916666666666666,0.0022962962962962963,0.4898829758167267,0.13725227117538452,0.021187622100114822,0.998879075050354,0.40151119232177734,20,22.594209909439087,0.10669470969587565,0.9712943876783053,0.10669470982005198,0.9185648987690608,0.02719831181069215,0.9863079299529394,0.10609708204865456,0.9714364111423492,0.10609708204865456,0.9191077351570129,0.02676405794918537,0.9865280300378799
21,0.11525803562502066,0.11525803562502066,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2804531455039978,0.8191869258880615,0.0,0.0,0.0095,0.006,0.002444444444444445,0.494568407535553,0.1370128095149994,0.02107015624642372,0.9988337755203247,0.4033142328262329,20,22.6603524684906,0.10602383334189654,0.971457381049792,0.10602383334189654,0.9191000133752822,0.026844773441553116,0.9864871551593145,0.10606249831616879,0.9715506166219712,0.10606249831616879,0.9190238833427429,0.026696387305855752,0.9865623533725738
29,0.11826143882547818,0.11826143882547818,WAIT,noop,-1,-1,-1,normal,none,0.26565898106360963,0.2937951511694743,0.3226419212180237,-0.2676253063720651,-999.0,0.20024060079487538,0.34638701079950845,0.11857217872180478,0.29487344622612,0.8162111639976501,0.00032380952380952374,3.174603174603179e-05,0.012,0.006,0.0036296296296296302,0.5263724327087402,0.15221963822841644,0.020344123244285583,0.9986095428466797,0.4106822609901428,20,27.112784147262573,0.10259766230980555,0.9723341807723045,0.10259766212354103,0.9218258077899615,0.024822179212545356,0.9875116388003031,0.10251284688711167,0.9723705947399139,0.10251284688711167,0.9218407779932022,0.02478665644302964,0.9875295639038086
22,0.11560535290837289,0.11560535290837289,GROW,add_depth,1,0,1,plateau_cleanup_planner,activated_layer_4_at_order_2_ref_2,0.15811198982230648,0.3693803722612364,0.3520570360212013,-0.15013183665836188,-999.0,0.1548154438046425,0.18493529811661685,0.05099696674524211,0.28039121627807617,0.8191585540771484,0.0,0.0,0.010166666666666666,0.006,0.0025925925925925925,0.49942106008529663,0.13679929077625275,0.0209516491740942,0.9987833499908447,0.40516889095306396,20,22.506518840789795,0.10563023760914803,0.9715513035655021,0.1056302381058534,0.9194001942873001,0.026553329344217978,0.9866348400712013,0.10561113320291042,0.9714633464813233,0.10561113357543946,0.9193700432777405,0.026602376624941824,0.9866101115942001
